a
a
a
à
ac
ach
acz
aei
ago
aitis
aitė
aj
ak
ák
an
an
án
and
ange
anu
ár
ář
ard
arz
as
au
aud
auskas
awan
ba
bach
bäck
backa
baum
beck
bee
berg
bergen
bert
bois
bos
borough
bourg
brook
brun
burg
burn
by
chi
cı
chian
chek
czek
ček
ćek
chik
czyk
čík
chuk
czuk
ckas
cki
cka
ckis
cký
cká
čki
cock
cote
cotte
court
craft
czak
dal
dale
dalle
datter
din
don
dun
dorf
dotter
dóttir
udóttir
dze
dzki
é
ê
eanu
eau
ec
avec
ee
eff
eiro
ek
ell
el
ema
ems
ėnas
enko
chenko
ens
ent
enya
er
ero
ers
es
escu
eşti
et
ets
eu
ev
eva
evski
evska
ez
ëz
fält
fia
felt
ford
fors
fort
gil
gaard
garth
gate
gren
haar
han
holm
höven
i
i
i
ia
ian
iak
ic
ic
owic
ovic
ojic
ojc
yc
ich
ovich
icz
owicz
ić
ović
begović
ici
ič
ovič
name endings in

ičius
avičius
ičs
ovičs
ides
ier
ik
ík
ik
ikh
in
ina
yn
in
ing
ino
ipa
ipha
is
ienė
ytė
ishin
ishina
iu
ius
iv
j
ka
kan
kawa
ke
kin
kin
ko
ko
kus
kvist
kyzy
la
ła
lay
le
li
li
lin
litz
lund
maa
mägi
mäe
man
man
mann
mand
maz
men
ment
mets
mont
nė
nen
nik
nova
novo
ný
ny
nezhad
nyi
o
off
oğlu
ok
ois
on
onak
onis
os
opoulos
osz
ot
ots
ou
ou
ou
ouf
ouf
oui
ous
ov
ova
ová
ovo
ovski
ovska
ow
pern
pour
putra
putri
puu
quetil
quin
quist
ridge
rud
s 
s 
s 
s
saar
salu
schmidt
sen or
ssen
ssens or
sepp
shvili
skas
ski
ska
skiy
ivskiy
skoy
sky
skaya
ivsky
ský
ská
skis
sma
smith
son
sson
uson

stad
stein
sten
stern
ström
svärd
tæ
tabar
thwait
to
toft
ton
tuit
tzki
Türk
uk
ulea
ulis
un
ūnas
uulu
us
velt
verde
vich
vych
wicz
vić
vič
vici
vics
vitz
vičius
vičiutė
vičs
vili
ville
wala
wan
wati
well
white
wi
wood
worth
wright
y
ycz
yk
ynas
ysz
za
zadeh
zadegan
